factory_id,company_name,primary_category,product_keywords,oem_signal,odm_signal,certification_signal,location_signal,mvp_fit,source_url,verification_status,next_action,notes
F374,(주)브라우니웍스,케이크 제조,"케이크,디저트,제과제빵",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?category_code=&is_sub=y&nature_url=manufacturer&orderBy=3&page=31&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"케이크 제조 후보 확인","팩토리플랫폼 기준 케이크 전문 제조공장 공개"
F375,(주)소울,소스/분말/드레싱 제조,"소스,분말,드레싱,음료베이스,ISO9001,ISO14001",미확인,미확인,"ISO9001,ISO14001",경기 용인,A,https://www.factory-platform.com/manufacturer?category_code=13&code=119&tpf=product%2Fview,플랫폼확인,"소스·분말·드레싱 대형 후보 확인","팩토리플랫폼 상세 기준 소스·분말류 제조 및 300여종 소스 레시피 공개"
F376,가람에프엔비,디저트 제조,"디저트,제과제빵",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?category_code=13&is_sub=y&nature_url=manufacturer&orderBy=3&page=5&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"디저트 제조 후보 확인","팩토리플랫폼 기준 디저트 전문 제조 후보 공개"
F377,(주)소울네이처푸드,복합조미/음료/커피 제조,"복합조미식품,음료,커피",미확인,미확인,미확인,충남 천안,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=285&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"복합조미·음료 후보 확인","팩토리플랫폼 AI 추천 기준 복합조미식품과 음료·커피 제조업체 공개"
F378,정인바이오,과채/당류/캔디 제조,"과채가공품,당류가공품,캔디,HACCP",미확인,미확인,HACCP,경기 이천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=285&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"환·캔디·과채가공 후보 확인","팩토리플랫폼 AI 추천 기준 과채가공품·당류가공품·캔디 제조 및 HACCP 공개"
F379,(주)아로마에프아이,캔디/건강기능음료 제조,"캔디류,건강기능음료,HACCP",미확인,미확인,HACCP,충북 음성,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=285&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"캔디·건강음료 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 캔디류 및 건강기능/음료 제조 후보 공개"
F380,(주)더본코리아 예산공장,소스/커피/복합조미 제조,"커피,소스,혼합장,복합조미식품,HACCP",미확인,미확인,HACCP,충남 예산,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=2&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"소스·복합조미 B2B 후보 확인","팩토리플랫폼 AI 추천 기준 커피·기타가공품·복합조미식품·소스·혼합장 제조 및 HACCP 공개"
F381,순정원 에프에스,어육살 제조,"어육살,농수산물",미확인,미확인,미확인,경기 남양주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=2&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"어육살·수산 원료 후보 확인","팩토리플랫폼 AI 추천 기준 어육살 제조 후보 공개"
F382,베비에르에프앤비,빵류 제조,"빵류,페스츄리,슈크림페스츄리,HACCP",미확인,미확인,HACCP,광주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=2&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"페스츄리·빵류 후보 확인","팩토리플랫폼 AI 추천 기준 빵류 제조 및 HACCP 공개"
F383,영진얼음,식용얼음 제조,"식용얼음,각얼음,임가공",미확인,미확인,미확인,인천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=2&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"식용얼음 B2B 후보 확인","팩토리플랫폼 AI 추천 기준 식용얼음 제조 후보 공개"
F384,(주)대현상회,참기름/들기름 제조,"참기름,들기름,기타농산가공품,HACCP",미확인,미확인,HACCP,부산,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&tpf=product%2Flist_ai,플랫폼확인,"참기름·들기름 원료 후보 확인","팩토리플랫폼 AI 추천 기준 기타농산가공품·들기름·참기름 제조 및 HACCP 공개"
F385,토음바이오 주식회사,과채음료 제조,"과채음료,건강기능음료,HACCP",미확인,미확인,HACCP,경기 광주,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=246&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"과채음료 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 과채음료 제조 후보 공개"
F386,주식회사 채움들,곡류가공품 제조,"곡류가공품,건강식품소재",미확인,미확인,미확인,충북 제천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=246&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"곡류가공품 후보 확인","팩토리플랫폼 AI 추천 기준 곡류가공품 제조 후보 공개"
F387,(주)서울에프엔비 횡성지점,특수영양/주스/콜드브루 제조,"암환자용영양조제식품,당뇨환자용영양조제식품,주스,콜드브루,HACCP",미확인,미확인,HACCP,강원 횡성,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=246&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"특수영양·주스 후보 확인","팩토리플랫폼 AI 추천 기준 암환자용·당뇨환자용 영양조제식품과 주스 제조 공개"
F388,주식회사 태산알엔디,농수산물/가공 제조,"농수산물,가공식품",미확인,미확인,미확인,경기 안양,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=246&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"농수산물 가공 후보 확인","팩토리플랫폼 AI 추천 기준 농수산물·가공 제조 후보 공개"
F389,하늘누리,절임배추 제조,"절임배추,절임식품,HACCP",미확인,미확인,HACCP,전남 해남,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=246&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"절임배추 후보 확인","팩토리플랫폼 AI 추천 기준 해남 하늘누리 절임배추 및 HACCP 공개"
F390,(주)유맥,식용유 제조,"해바라기유,혼합식용유,콩기름,HACCP",미확인,미확인,HACCP,전남 해남,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"식용유 원료 후보 확인","팩토리플랫폼 AI 추천 기준 해바라기유·혼합식용유·콩기름 생산 및 HACCP 공개"
F391,(주)우포라이스텍,발아현미/건강기능식품 제조,"발아현미,건강기능식품,영양조제식품,HACCP",미확인,미확인,HACCP,경남 창녕,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"발아현미·특수영양 후보 확인","팩토리플랫폼 AI 추천 기준 발아현미 및 건강기능식품 전문 제조 공개"
F392,주식회사 엔제이에프앤비,해조추출물/효소식품 제조,"해조추출물,효소식품,패각발효칼슘,HACCP",미확인,미확인,HACCP,부산 기장,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"해조·효소식품 소재 후보 확인","팩토리플랫폼 AI 추천 기준 해조추출물·패각발효칼슘 등 건강 지향 제품 생산 및 HACCP 공개"
F393,주식회사 케어푸드,누룽칩/곡류가공품 제조,"누룽칩,곡류가공품,HACCP",미확인,미확인,HACCP,인천 부평,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"누룽칩 스낵 후보 확인","팩토리플랫폼 AI 추천 기준 곡류가공품 주력 누룽칩 제조 및 HACCP 공개"
F394,(주)태림에프웰,레토르트/소스/즉석조리 제조,"레토르트식품,즉석조리식품,카레,소스,HACCP",미확인,미확인,HACCP,경기 파주,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"레토르트·소스 HMR 후보 확인","팩토리플랫폼 AI 추천 기준 즉석조리식품·카레·소스·레토르트식품 제조 및 HACCP 공개"
F395,씨제이제일제당(주) 안산공장,원료/소스/가공 제조,"덱스트린,곡류가공품,전분,시럽,파우더,HACCP",미확인,미확인,HACCP,경기 안산,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"원료·파우더·시럽 대형 후보 확인","팩토리플랫폼 AI 추천 기준 덱스트린·곡류가공품·전분 및 다양한 파우더·시럽 제조 공개"
F396,(주)도타,빵류 제조,"빵류,제과제빵,HACCP",미확인,미확인,HACCP,경기 남양주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"빵류 제조 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 빵류 제조 후보 공개"
F397,주식회사디아이,레토르트/소스/어묵 제조,"레토르트식품,조림류,케첩,마요네즈,잼,카레,소스,어묵,HACCP",미확인,미확인,HACCP,강원 강릉,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"레토르트·소스·어묵 복합 후보 확인","팩토리플랫폼 AI 추천 기준 레토르트식품·소스·어묵 등 다양한 식품 제조 및 HACCP 공개"
F398,샘표식품(주) 이천공장,간장/소스/복합조미 제조,"혼합간장,한식간장,소스,복합조미식품,HACCP",미확인,미확인,HACCP,경기 이천,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=69&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"간장·소스 B2B 후보 확인","팩토리플랫폼 AI 추천 기준 혼합간장·한식간장·소스·복합조미식품 제조 및 HACCP 공개"
F399,(주)아인츠푸드,과자 제조,"과자,제과제빵,HACCP",미확인,미확인,HACCP,경기 이천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=222&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"과자 제조 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 과자 제조 후보 공개"
F400,주식회사 선정원푸드시스템,소스/복합조미 제조,"복합조미식품,소스,기타가공품,HACCP",미확인,미확인,HACCP,경기 양주,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=69&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"소스·복합조미 후보 확인","팩토리플랫폼 AI 추천 기준 복합조미식품·소스·기타가공품 제조 및 HACCP 공개"
F401,농업회사법인 늘만나식품(주),김치/김칫속 제조,"김치,김칫속,깍두기,냉면김치,HACCP",미확인,미확인,HACCP,경기 이천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"김치·김칫속 제조 후보 확인","팩토리플랫폼 AI 추천 기준 김치 및 김칫속 제조와 HACCP 공개"
F402,화가장가평발효과학,전통 발효식품 제조,"한식된장,한식간장,김치,청국장,HACCP",미확인,미확인,HACCP,경기 가평,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"된장·간장·김치 발효식품 후보 확인","팩토리플랫폼 AI 추천 기준 한식된장·한식간장·김치·청국장 전문 제조와 HACCP 공개"
F403,서신식품(주),두부 제조,"가공두부,두부,HACCP",미확인,미확인,HACCP,충북 음성,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"두부·고단백 식품 후보 확인","팩토리플랫폼 AI 추천 기준 가공두부 및 두부 생산과 HACCP 공개"
F404,농업회사법인 주식회사 진양푸드,어묵 제조,"어묵,핫바,어묵고로케,HACCP",미확인,미확인,HACCP,경남 김해,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"어묵·핫바 HMR 후보 확인","팩토리플랫폼 AI 추천 기준 어묵 제조 및 HACCP 공개"
F405,남동푸드,수산물/절임 제조,"냉동연체류,냉동어류,명이나물,오징어,HACCP",미확인,미확인,HACCP,인천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"수산물·절임 반찬 후보 확인","팩토리플랫폼 AI 추천 기준 냉동연체류·냉동어류 제조와 HACCP 공개"
F406,착한어부,젓갈 제조,"새우젓,젓갈",미확인,미확인,미확인,전남 신안,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"새우젓·젓갈 후보 확인","팩토리플랫폼 AI 추천 기준 새우젓 가공 생산 후보 공개"
F407,(주)바다로,수산물/김 가공 제조,"조미김,김자반,냉동어류,냉동연체류,HACCP",미확인,미확인,HACCP,인천,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"김·수산물 가공 B2B 후보 확인","팩토리플랫폼 AI 추천 기준 김과 냉동수산물 가공 및 HACCP 공개"
F408,이삭식품(주),김치/절임식품 제조,"김치,김칫속,절임식품,비건김치,HACCP",미확인,미확인,HACCP,충북 음성,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"김치·비건김치 후보 확인","팩토리플랫폼 AI 추천 기준 김칫속·절임식품·김치 생산 및 HACCP 공개"
F409,주식회사 코리아수산,수산물 가공,"오징어,냉동연체류,HACCP",미확인,미확인,HACCP,경남 사천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"오징어 전처리·수산가공 후보 확인","팩토리플랫폼 AI 추천 기준 냉동연체류 등 수산물 가공 및 HACCP 공개"
F410,이천현암 무지개식품,유지/장류 제조,"들기름,참기름,고추장,된장,조청",미확인,미확인,미확인,경기 이천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"참기름·고추장·조청 후보 확인","팩토리플랫폼 AI 추천 기준 들기름·고추장·된장·참기름 제조 후보 공개"
F411,푸른푸드팩토리,수산물 가공,"오징어,소라,우렁이,냉동연체류,HACCP",미확인,미확인,HACCP,대구,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"냉동 수산물 가공 후보 확인","팩토리플랫폼 AI 추천 기준 냉동연체류 및 기타 수산물 가공품 제조와 HACCP 공개"
F412,대자연식품 제2공장,떡류 제조,"쌀떡국,쌀떡볶이,소떡소떡,HACCP",미확인,미확인,HACCP,대구,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"떡류 HMR 후보 확인","팩토리플랫폼 AI 추천 기준 쌀떡국·쌀떡볶이 등 떡류 제조 및 HACCP 공개"
F413,두리산업(주),건어포 제조,"건어포,농수산물",미확인,미확인,미확인,경기 광주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"건어포 후보 확인","팩토리플랫폼 AI 추천 기준 건어포 제조 후보 공개"
F414,금강물산,수산물 가공,"어탕,피쉬스틱,고로케,HACCP",미확인,미확인,HACCP,부산,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"수산 가공 HMR 후보 확인","팩토리플랫폼 AI 추천 기준 기타 수산물 가공품 및 HACCP 공개"
F415,(주)해저마켓,수산물/소스 가공,"수산물,소스,가공식품",미확인,미확인,미확인,부산,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EB%86%8D%2F%EC%88%98%EC%82%B0%EB%AC%BC&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=91&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"수산물·소스 가공 후보 확인","팩토리플랫폼 AI 추천 기준 농수산물·가공·소스 제조 후보 공개"
F416,일광푸드,시즈닝 제조,"시즈닝,치킨소스,훈제오리시즈닝,향신료",미확인,미확인,미확인,세종,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"시즈닝·향신료 후보 확인","팩토리플랫폼 AI 추천 기준 다양한 시즈닝 제품 전문 제조 공개"
F417,주식회사 해나눔,마라/중식 소스 제조,"라유,마파두부소스,마라육수소스,화조가루,HACCP",미확인,미확인,HACCP,경기 양평,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"마라·중식 소스 후보 확인","팩토리플랫폼 AI 추천 기준 라유·마파두부소스·마라 육수소스 등 소스 제조 공개"
F418,마라신(마라푸드),고추기름/마라소스 제조,"라유,마라육수소스,고추기름,소스",미확인,미확인,미확인,대구,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"마라 소스 후보 확인","팩토리플랫폼 AI 추천 기준 고추기름과 마라 양념 소스 전문 제조 후보 공개"
F419,사조산업(주) 순창공장,장류/소스 제조,"춘장,고추장,된장,혼합장,HACCP",미확인,미확인,HACCP,전북 순창,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"장류·춘장 소스 후보 확인","팩토리플랫폼 AI 추천 기준 춘장·고추장·된장·혼합장 제조 및 HACCP 공개"
F420,제일유업(주),소스/유함유가공품 제조,"소스,유함유가공품,대파베이컨베이스,연유드리즐,HACCP",미확인,미확인,HACCP,경기 화성,B,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"유제품 베이스·소스 후보 확인","팩토리플랫폼 AI 추천 기준 기타가공품·소스·유함유가공품 제조 및 HACCP 공개"
F421,농업회사법인(유)신가네,국밥/소스/간편조리 제조,"전통국밥,돼지국밥,들기름,전골소스,간편조리세트",미확인,미확인,미확인,전북 정읍,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"국밥 HMR·전골소스 후보 확인","팩토리플랫폼 AI 추천 기준 들기름·간편조리세트·소스·복합조미식품 제조 후보 공개"
F422,수일농산,유지/조미료 제조,"들기름,참기름,고춧가루,복합조미식품",미확인,미확인,미확인,경기 화성,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"참기름·고춧가루 원료 후보 확인","팩토리플랫폼 AI 추천 기준 들기름·참기름·고춧가루 제조 후보 공개"
F423,(주)청우F&B,조미액젓/젓갈 제조,"조미액젓,양념젓갈,절임식품,즉석조리식품,HACCP",미확인,미확인,HACCP,전남 화순,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"액젓·젓갈·절임식품 후보 확인","팩토리플랫폼 AI 추천 기준 조미액젓·양념젓갈·절임식품 제조 및 HACCP 공개"
F424,디앤비푸드(D&B Food),소스/식육수산가공 제조,"화이트드레싱,갈릭소스,차슈,매콤쭈꾸미,식육함유가공품",미확인,미확인,미확인,대구,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"드레싱·조리소스 후보 확인","팩토리플랫폼 AI 추천 기준 소스·식육함유가공품·수산물가공품 제조 후보 공개"
F425,(주)다우푸드,소스 제조,"소스,HACCP",미확인,미확인,HACCP,경기 광주,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=122&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"소스 제조 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 소스 제조 후보 공개"
F426,(주)그린위치,복합조미식품 제조,"복합조미식품,소스,HACCP",미확인,미확인,HACCP,충북 증평,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EC%86%8C%EC%8A%A4&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=69&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"복합조미식품 후보 확인","팩토리플랫폼 AI 추천 기준 HACCP 복합조미식품 제조 후보 공개"
